sat_name,physical_channel,proxy_nickname,proxy_receive_time,server_receive_time,raw_data
DSLWP-B,13,N6RFM,2018-08-12 22:41:00.000,2018-08-13 00:38:29.843,BJ1SNI8670PD9
DSLWP-B,13,N6RFM,2018-08-12 22:51:00.000,2018-08-13 00:38:46.891,BJ1SNI8670PDK
DSLWP-B,13,VK5EI,2018-08-14 17:10:00.000,2018-08-14 17:16:07.212,BJ1SNI86A1OD9
DSLWP-B,13,N6RFM,2018-08-12 21:20:00.000,2018-08-13 00:36:34.938,BJ1SNJ86E0OAJ
DSLWP-B,13,VK5EI,2018-08-14 17:30:00.000,2018-08-14 17:31:41.781,BJ1SNI86D3QDT
DSLWP-B,13,PY4ZBZ,2018-08-12 21:10:00.000,2018-08-15 00:56:31.366,BJ1SNI8670OD9
DSLWP-B,13,PY4ZBZ,2018-08-12 21:20:00.000,2018-08-15 00:57:01.316,BJ1SNI86C0ODJ
DSLWP-B,13,YL3CT,2018-08-14 17:10:00.000,2018-08-14 20:47:12.337,BJ1SNJ86D0OA9
DSLWP-B,13,YL3CT,2018-08-14 17:20:00.000,2018-08-14 20:47:42.176,BJ1SNI86B1ODJ
DSLWP-B,13,YL3CT,2018-08-14 18:40:00.000,2018-08-14 20:51:49.204,BJ1SNJ86C0PA9
DSLWP-B,13,YL3CT,2018-08-14 18:50:00.000,2018-08-14 20:52:17.517,BJ1SNJ8670PAJ
DSLWP-B,13,YL3CT,2018-08-14 18:20:00.000,2018-08-14 20:48:55.875,BJ1SNJ8670PAJ
DSLWP-B,13,YL3CT,2018-08-14 18:30:00.000,2018-08-14 20:51:24.985,BJ1SNJ8650PAT
DSLWP-B,13,YL3CT,2018-08-14 17:30:00.000,2018-08-14 20:48:12.526,BJ1SNI86D3QDT
DSLWP-B,13,PY4ZBZ,2018-08-12 21:51:00.000,2018-08-15 00:57:59.619,BJ1SNI86B0ODJ
DSLWP-B,13,PY4ZBZ,2018-08-12 22:01:00.000,2018-08-15 00:58:16.636,BJ1SNI8680PD0
DSLWP-B,13,PY4ZBZ,2018-08-12 22:11:00.000,2018-08-15 00:58:34.003,BJ1SNI86H0PD9
DSLWP-B,13,PY4ZBZ,2018-08-12 22:21:00.000,2018-08-15 00:58:50.500,BJ1SNI86A0PDK
DSLWP-B,13,PY4ZBZ,2018-08-12 22:31:00.000,2018-08-15 00:59:06.676,BJ1SNI86A0PD0
DSLWP-B,13,PY4ZBZ,2018-08-12 21:30:00.000,2018-08-15 00:57:22.548,BJ1SNI8690ODT
DSLWP-B,13,PY4ZBZ,2018-08-12 21:40:00.000,2018-08-15 00:57:39.211,BJ1SNI8650OD9
DSLWP-B,13,YL3CT,2018-08-16 18:10:00.000,2018-08-16 19:23:45.037,BJ1SNJ86A0PA9
DSLWP-B,13,YL3CT,2018-08-16 18:20:00.000,2018-08-16 19:24:24.315,BJ1SNJ86B0PAJ
DSLWP-B,13,VK5EI,2018-08-18 17:21:00.000,2018-08-18 17:22:45.324,BJ1SNI86B0ODJ
DSLWP-B,13,VK5EI,2018-08-18 17:31:00.000,2018-08-18 17:34:45.508,BJ1SNI86E0ODT
DSLWP-B,13,VK5EI,2018-08-18 17:41:00.000,2018-08-18 17:42:43.372,BJ1SNI86E0OD9
DSLWP-B,13,YL3CT,2018-08-16 18:50:00.000,2018-08-16 19:26:21.378,BJ1SNJ86C0PAJ
DSLWP-B,13,VK5EI,2018-08-18 17:00:00.000,2018-08-18 17:05:47.947,BJ1SNI86A0ODT
DSLWP-B,13,YL3CT,2018-08-16 18:30:00.000,2018-08-16 19:25:00.728,BJ1SNJ8690PAT
DSLWP-B,13,YL3CT,2018-08-16 18:40:00.000,2018-08-16 19:25:39.083,BJ1SNJ86A0PA9
DSLWP-B,13,VK5EI,2018-08-18 16:50:00.000,2018-08-18 16:52:54.653,BJ1SNI86C0ODJ
DSLWP-B,13,VK5EI,2018-08-18 17:10:00.000,2018-08-18 17:12:35.389,BJ1SNI86C0ODA
DSLWP-B,13,VK5EI,2018-08-18 17:51:00.000,2018-08-18 17:52:46.017,BJ1SNI8670ODK
DSLWP-B,13,VK5EI,2018-08-18 18:11:00.000,2018-08-18 18:13:08.688,BJ1SNI86A0PDA
DSLWP-B,13,VK5EI,2018-08-18 18:21:00.000,2018-08-18 18:22:51.066,BJ1SNI8660PDK
DSLWP-B,13,3B8DU,2018-08-18 17:30:00.000,2018-08-18 18:46:38.737,BJ1SNJ8670OAT
DSLWP-B,13,3B8DU,2018-08-18 17:40:00.000,2018-08-18 18:47:28.254,BJ1SNJ86D0OA9
DSLWP-B,13,3B8DU,2018-08-18 17:40:00.000,2018-08-18 18:48:00.599,BJ1SNJ86D0OAJ
DSLWP-B,13,3B8DU,2018-08-18 17:40:00.000,2018-08-18 18:48:25.125,BJ1SNJ8690PA9
DSLWP-B,13,3B8DU,2018-08-18 18:20:00.000,2018-08-18 18:49:52.632,BJ1SNJ86A0PAJ
DSLWP-B,13,3B8DU,2018-08-18 18:10:00.000,2018-08-18 18:49:03.766,BJ1SNJ8690PA9
DSLWP-B,13,YL3CT,2018-08-19 00:40:00.000,2018-08-19 03:53:23.487,BJ1SNJ8690OA9
DSLWP-B,13,YL3CT,2018-08-19 01:10:00.000,2018-08-19 03:54:38.771,BJ1SNJ86B0OA9
DSLWP-B,13,YL3CT,2018-08-19 01:20:00.000,2018-08-19 03:55:01.676,BJ1SNJ86B0OAJ
DSLWP-B,13,YL3CT,2018-08-19 01:50:00.000,2018-08-19 03:56:05.298,BJ1SNJ86D0PAJ
DSLWP-B,13,YL3CT,2018-08-19 00:30:00.000,2018-08-19 03:52:56.679,BJ1SNJ86B0OAT
DSLWP-B,13,YL3CT,2018-08-19 00:50:00.000,2018-08-19 03:53:45.851,BJ1SNJ8680OAJ
DSLWP-B,13,YL3CT,2018-08-19 01:00:00.000,2018-08-19 03:54:19.379,BJ1SNJ86C0OAT
DSLWP-B,13,YL3CT,2018-08-19 01:30:00.000,2018-08-19 03:55:22.971,BJ1SNJ86A0PAT
DSLWP-B,13,YL3CT,2018-08-19 01:40:00.000,2018-08-19 03:55:43.828,BJ1SNJ86C0PA9
DSLWP-B,13,OZ1BXM,2018-08-19 02:50:00.000,2018-08-19 05:38:43.218,BJ1SNJ8680OAJ
DSLWP-B,13,OZ1BXM,2018-08-19 01:00:00.000,2018-08-19 05:41:34.412,BJ1SNJ86C0OAT
DSLWP-B,13,OZ1BXM,2018-08-19 01:10:00.000,2018-08-19 05:42:23.419,BJ1SNJ86B0OA9
DSLWP-B,13,OZ1BXM,2018-08-19 01:20:00.000,2018-08-19 05:44:10.447,BJ1SNJ86B0OAJ
DSLWP-B,13,OZ1BXM,2018-08-19 01:30:00.000,2018-08-19 05:44:50.841,BJ1SNJ86A0PAT
DSLWP-B,13,OZ1BXM,2018-08-19 01:50:00.000,2018-08-19 05:45:51.843,BJ1SNJ86D0PAJ
DSLWP-B,13,PY4ZBZ,2018-08-19 06:20:00.000,2018-08-19 18:58:10.214,BJ1SNI8680ODJ
DSLWP-B,13,OZ1BXM,2018-08-19 00:50:00.000,2018-08-19 05:40:02.059,BJ1SNJ8680OAJ
DSLWP-B,13,OZ1BXM,2018-08-19 01:40:00.000,2018-08-19 05:45:21.681,BJ1SNJ86C0PA9
DSLWP-B,13,PY4ZBZ,2018-08-19 06:51:00.000,2018-08-19 19:00:25.566,BJ1SNI86B0O2J
DSLWP-B,13,PY4ZBZ,2018-08-19 07:01:00.000,2018-08-19 19:01:01.845,BJ1SNI8680ODT
DSLWP-B,13,PY4ZBZ,2018-08-19 07:11:00.000,2018-08-19 19:01:29.397,BJ1SNI8680ODA
DSLWP-B,13,PY4ZBZ,2018-08-19 06:30:00.000,2018-08-19 18:58:40.213,BJ1SNI86D0ODT
DSLWP-B,13,PY4ZBZ,2018-08-19 06:50:00.000,2018-08-19 18:59:17.245,BJ1SNJ86G0OAJ
DSLWP-B,13,PY4ZBZ,2018-08-19 07:00:00.000,2018-08-19 18:59:36.493,BJ1SNI86B0O2J
DSLWP-B,13,PY4ZBZ,2018-08-19 07:00:00.000,2018-08-19 19:00:44.109,BJ1SNJ86B0OAT
DSLWP-B,13,PY4ZBZ,2018-08-19 07:10:00.000,2018-08-19 19:01:16.173,BJ1SNJ86I0PA9
DSLWP-B,13,PY4ZBZ,2018-08-19 06:40:00.000,2018-08-19 18:59:01.540,BJ1SNI8670ODA
DSLWP-B,13,PY4ZBZ,2018-08-19 07:21:00.000,2018-08-19 19:01:58.861,BJ1SNI86B0PDJ
DSLWP-B,13,PY4ZBZ,2018-08-19 07:31:00.000,2018-08-19 19:02:30.557,BJ1SNI86C0PD0
DSLWP-B,13,PY4ZBZ,2018-08-19 07:41:00.000,2018-08-19 19:03:02.118,BJ1SNI8690PDA
DSLWP-B,13,PY4ZBZ,2018-08-19 07:51:00.000,2018-08-19 19:03:18.231,BJ1SNI8650PDK
DSLWP-B,13,PY4ZBZ,2018-08-19 07:20:00.000,2018-08-19 19:01:43.669,BJ1SNJ86A0PAJ
DSLWP-B,13,PY4ZBZ,2018-08-19 07:40:00.000,2018-08-19 19:02:48.421,BJ1SNJ86G0PA9
DSLWP-B,13,PY4ZBZ,2018-08-19 07:30:00.000,2018-08-19 19:02:14.677,BJ1SNJ8690PAT
DSLWP-B,13,N6RFM,2018-08-19 07:11:00.000,2018-08-20 06:42:45.236,BJ1SNI8680ODA
DSLWP-B,13,N6RFM,2018-08-19 06:40:00.000,2018-08-20 06:42:02.298,BJ1SNI8670ODA
DSLWP-B,13,BG6LQV,2018-08-23 21:10:00.000,2018-08-23 21:52:15.895,BJ1SNI86B0ODK
DSLWP-B,13,BG6LQV,2018-08-23 21:00:00.000,2018-08-23 21:01:49.950,BJ1SNI8660ODT
DSLWP-B,13,BG6LQV,2018-08-23 21:50:00.000,2018-08-23 21:52:35.046,BJ1SNI86B0ODK
DSLWP-B,13,N6RFM,2018-08-19 07:21:00.000,2018-08-20 06:43:16.639,BJ1SNI86B0PDJ
DSLWP-B,13,BG6LQV,2018-08-23 21:10:00.000,2018-08-23 21:11:23.812,BJ1SNI86A0ODA
DSLWP-B,13,VK5EI,2018-08-23 21:41:00.000,2018-08-23 21:48:56.778,BJ1SNI8650OD9
DSLWP-B,13,VK5EI,2018-08-23 20:50:00.000,2018-08-23 21:17:39.619,BJ1SNI8640ODJ
DSLWP-B,13,VK5EI,2018-08-23 21:00:00.000,2018-08-23 21:18:37.381,BJ1SNI8660ODT
DSLWP-B,13,VK5EI,2018-08-23 21:10:00.000,2018-08-23 21:19:09.401,BJ1SNI86A0ODA
DSLWP-B,13,JA1HCB,2018-08-24 06:21:48.000,2018-08-25 13:18:55.234,BJ1SNI8680ODK
DSLWP-B,13,JA1HCB,2018-08-24 06:10:38.000,2018-08-25 13:29:32.998,BJ1SNI86A0ODA
DSLWP-B,13,JA1HCB,2018-08-23 21:21:00.000,2018-08-23 22:28:32.946,BJ1SNI86800DK
DSLWP-B,13,JA1HCB,2018-08-23 21:31:00.000,2018-08-23 22:29:33.177,BJ1SNI86900D0
DSLWP-B,13,JA1HCB,2018-08-23 21:10:00.000,2018-08-23 22:27:26.398,BJ1SNI86A00DA
DSLWP-B,13,VK5EI,2018-08-23 22:01:00.000,2018-08-23 22:04:34.669,BJ1SNI8660PDT
DSLWP-B,13,VK5EI,2018-08-23 21:51:00.000,2018-08-23 21:52:56.304,BJ1SNI86B0ODK
DSLWP-B,13,VK5EI,2018-08-23 22:11:00.000,2018-08-23 22:12:54.186,BJ1SNI8690PD9
DSLWP-B,13,VK5EI,2018-08-23 22:21:00.000,2018-08-23 22:27:15.568,BJ1SNI86A0PDK
DSLWP-B,13,JA1HCB,2018-08-24 06:31:17.000,2018-08-25 13:32:31.556,BJ1SNI8690OD0
DSLWP-B,13,JA1HCB,2018-08-23 21:21:00.000,2018-08-26 08:36:02.071,BJ1SNI8680ODK
DSLWP-B,13,JA1HCB,2018-08-23 21:31:00.000,2018-08-26 08:40:02.429,BJ1SNI8690OD0
DSLWP-B,13,PY4ZBZ,2018-09-15 00:30:00.000,2018-09-15 06:12:07.734,BJ1SNJ86A0PAT
DSLWP-B,13,PY4ZBZ,2018-09-15 00:20:00.000,2018-09-15 06:11:35.929,BJ1SNJ86F0QAJ
DSLWP-B,13,YL3CT,2018-09-17 00:40:09.000,2018-09-17 02:12:49.363,BJ1SNI8680ODA
DSLWP-B,13,YL3CT,2018-09-17 00:51:09.000,2018-09-17 02:13:26.981,BJ1SNI8650ODK
DSLWP-B,13,YL3CT,2018-09-17 01:11:09.000,2018-09-17 02:15:11.882,BJ1SNI86A0OD9
DSLWP-B,13,YL3CT,2018-09-17 01:01:09.000,2018-09-17 02:14:13.160,BJ1SNI8630ODT
DSLWP-B,13,PY4ZBZ,2018-09-17 01:01:00.000,2018-09-17 03:04:28.992,BJ1SNI8630ODT
DSLWP-B,13,PY4ZBZ,2018-09-17 01:11:00.000,2018-09-17 03:05:03.952,BJ1SNI86A0OD9
DSLWP-B,13,PY4ZBZ,2018-09-17 01:00:00.000,2018-09-17 03:04:08.929,BJ1SNJ86E0OAT
DSLWP-B,13,PY4ZBZ,2018-09-17 01:10:00.000,2018-09-17 03:04:46.040,BJ1SNJ86B0OA9
DSLWP-B,13,PY4ZBZ,2018-09-16 23:50:00.000,2018-09-17 03:03:46.803,BJ1SNJ8670OAJ
DSLWP-B,13,YL3CT,2018-09-17 01:21:09.000,2018-09-17 02:15:47.460,BJ1SNI8680ODK
DSLWP-B,13,YL3CT,2018-09-17 01:31:09.000,2018-09-17 02:16:18.448,BJ1SNI8660PD0
DSLWP-B,13,YL3CT,2018-09-17 01:41:09.000,2018-09-17 02:16:55.331,BJ1SNI8690PDA
DSLWP-B,13,YL3CT,2018-09-17 01:51:09.000,2018-09-17 02:17:33.435,BJ1SNI8680PDJ
DSLWP-B,13,PY4ZBZ,2018-09-17 01:21:00.000,2018-09-17 03:05:34.424,BJ1SNI8680ODK
DSLWP-B,13,PY4ZBZ,2018-09-17 01:31:00.000,2018-09-17 03:06:09.744,BJ1SNI8660PD0
DSLWP-B,13,PY4ZBZ,2018-09-17 01:41:00.000,2018-09-17 03:06:42.560,BJ1SNI8690PDA
DSLWP-B,13,PY4ZBZ,2018-09-17 01:51:00.000,2018-09-17 03:07:14.025,BJ1SNI8680PDJ
DSLWP-B,13,PY4ZBZ,2018-09-17 01:20:00.000,2018-09-17 03:05:17.632,BJ1SNJ8670PAJ
DSLWP-B,13,PY4ZBZ,2018-09-17 01:40:00.000,2018-09-17 03:06:26.257,BJ1SNJ86D0PA9
DSLWP-B,13,PA0DLO,2018-09-17 00:20:00.000,2018-09-17 18:53:25.227,BJ1SNJ86F0OAJ
DSLWP-B,13,PY4ZBZ,2018-09-17 01:30:00.000,2018-09-17 03:05:54.297,BJ1SNJ8690PAT
DSLWP-B,13,PY4ZBZ,2018-09-17 01:50:00.000,2018-09-17 03:06:59.696, BJ1SNJ8670PA
DSLWP-B,13,PA0DLO,2018-09-17 01:11:00.000,2018-09-17 18:56:23.406,BJ1SNI86A0OD9
DSLWP-B,13,PA0DLO,2018-09-17 01:21:00.000,2018-09-17 18:57:14.667,BJ1SNI8680ODK
DSLWP-B,13,PA0DLO,2018-09-17 00:30:00.000,2018-09-17 18:53:53.195,BJ1SNJ8680OAT
DSLWP-B,13,PA0DLO,2018-09-17 00:50:00.000,2018-09-17 18:54:50.835,BJ1SNJ8670OAJ
DSLWP-B,13,PA0DLO,2018-09-17 01:00:00.000,2018-09-17 18:55:25.956,BJ1SNJ86E0OAT
DSLWP-B,13,PA0DLO,2018-09-17 01:10:00.000,2018-09-17 18:55:53.792,BJ1SNJ86B0OA9
DSLWP-B,13,PA0DLO,2018-09-17 01:20:00.000,2018-09-17 18:56:49.424,BJ1SNJ8670PAJ
DSLWP-B,13,PA0DLO,2018-09-17 00:40:00.000,2018-09-17 18:54:22.368,BJ1SNJ86A0OA9
DSLWP-B,13,PA0DLO,2018-09-17 01:30:00.000,2018-09-17 18:57:37.991,BJ1SNJ8690PAT
DSLWP-B,13,PA0DLO,2018-09-17 01:31:00.000,2018-09-17 18:58:02.558,BJ1SNI8660PD0
DSLWP-B,13,PA0DLO,2018-09-17 01:41:00.000,2018-09-17 18:58:56.033,BJ1SNI8690PDA
DSLWP-B,13,PA0DLO,2018-09-17 01:51:00.000,2018-09-17 18:59:52.257,BJ1SNI8680PDJ
DSLWP-B,13,LU1HKO,2018-09-17 00:30:00.000,2018-09-18 02:52:29.409,BJ1SNI86A0ODT
DSLWP-B,13,PA0DLO,2018-09-17 01:40:00.000,2018-09-17 18:58:28.952,BJ1SNJ86D0PA9
DSLWP-B,13,PA0DLO,2018-09-17 01:50:00.000,2018-09-17 18:59:23.480,BJ1SNJ8670PAJ
DSLWP-B,13,W2RTV,2018-09-15 05:31:00.000,2018-09-18 02:48:42.658,BJ1SNI86F0PDT
DSLWP-B,13,W2RTV,2018-09-15 05:41:00.000,2018-09-18 02:49:15.427,BJ1SNI8660PD9
DSLWP-B,13,W2RTV,2018-09-15 05:51:00.000,2018-09-18 02:49:50.050,BJ1SNI86A0PDK
DSLWP-B,13,lu1hko,2018-09-20 00:30:06.000,2018-09-20 06:27:57.637,BJ1SNI86A0ODT
DSLWP-B,13,LU1HKO,2018-09-17 00:20:00.000,2018-09-18 02:53:18.199,BJ1SNI8690ODJ
DSLWP-B,13,LU1HKo,2018-09-17 00:20:00.000,2018-09-18 03:13:10.085,BJ1SNI8690ODJ
DSLWP-B,13,lu1hko,2018-09-17 00:20:00.000,2018-09-18 03:44:32.840,BJ1SNI8690ODJ
DSLWP-B,13,lu1hko,2018-09-20 06:26:00.000,2018-09-20 06:27:02.591,BJ1SNI86A0ODT
DSLWP-B,13,LU1HKO,2018-09-17 00:40:00.000,2018-09-18 02:52:50.455,BJ1SNI8680ODA
DSLWP-B,13,LU1HKO,2018-09-17 00:40:00.000,2018-09-18 08:06:08.112,BJ1SNI8680ODA
DSLWP-B,13,lu1hko,2018-09-20 00:30:00.000,2018-09-20 06:27:19.840,BJ1SNI86A0ODT
DSLWP-B,13,lu1hko,2018-09-20 00:30:00.000,2018-09-20 06:27:43.022,BJ1SNI86A0ODT
DSLWP-B,13,LU1HKO,2018-09-16 21:30:06.000,2018-09-20 06:42:29.464,BJ1SNI86A0ODT
DSLWP-B,13,LU1HKO,2018-09-19 21:40:06.000,2018-09-20 06:32:25.806,BJ1SNI8680ODA
DSLWP-B,13,LU1HKO,2018-09-19 21:30:06.000,2018-09-20 06:33:52.991,BJ1SNI86A0ODT
DSLWP-B,13,LU1HKO,2018-09-22 03:31:00.000,2018-09-22 05:38:35.592,BJ1SNI8670PD0
DSLWP-B,13,LU1HKO,2018-09-22 03:41:00.000,2018-09-22 05:43:10.813,BJ1SNI86B0PDA
DSLWP-B,13,YL3CT,2018-09-22 04:20:09.000,2018-09-22 06:10:07.525,BJ1SNI8650ODK
DSLWP-B,13,YL3CT,2018-09-22 04:40:09.000,2018-09-22 06:11:14.894,BJ1SNI86E0O29
DSLWP-B,13,YL3CT,2018-09-22 05:01:09.000,2018-09-22 06:12:07.981,BJ1SNI86C0PD0
DSLWP-B,13,YL3CT,2018-09-22 04:30:09.000,2018-09-22 06:10:41.355,BJ1SNI8670ODT
DSLWP-B,13,LU1HKO,2018-09-22 10:31:00.000,2018-09-22 10:32:47.528,BJ1SNI8690PDT
DSLWP-B,13,BG6LQV,2018-09-23 22:10:00.000,2018-09-23 22:12:33.237,BJ1SNI8690OD9
DSLWP-B,13,YL3CT,2018-09-22 05:11:09.000,2018-09-22 06:12:37.111,BJ1SNI86A0PDA
DSLWP-B,13,YL3CT,2018-09-22 05:21:09.000,2018-09-22 06:13:06.271,BJ1SNI86F0PDJ
DSLWP-B,13,YL3CT,2018-09-22 05:31:09.000,2018-09-22 06:13:30.514,BJ1SNI8670PD0
DSLWP-B,13,YL3CT,2018-09-22 05:41:09.000,2018-09-22 06:14:14.092,BJ1SNI86B0PDA
DSLWP-B,13,YL3CT,2018-09-22 05:51:09.000,2018-09-22 06:14:43.692,BJ1SNI8660PDK
DSLWP-B,13,VK5EI,2018-09-23 22:21:00.000,2018-09-23 22:25:57.868,BJ1SNI8670PDJ
DSLWP-B,13,VK5EI,2018-09-23 22:00:00.000,2018-09-23 22:06:10.222,BJ1SNI8670DT
DSLWP-B,13,PY4ZBZ,2018-09-22 05:01:00.000,2018-09-24 03:47:24.975,BJ1SNI86C0PD0
DSLWP-B,13,PY4ZBZ,2018-09-22 05:11:00.000,2018-09-24 03:47:41.660,BJ1SNI86A0PDA
DSLWP-B,13,PY4ZBZ,2018-09-22 04:30:00.000,2018-09-24 03:46:51.736,BJ1SNI8670ODT
DSLWP-B,13,PY4ZBZ,2018-09-22 04:40:00.000,2018-09-24 03:47:08.344,BJ1SNI86E0O29
DSLWP-B,13,BG6LQV,2018-09-23 22:31:00.000,2018-09-23 22:32:52.707,BJ1SNI86A0PD0
DSLWP-B,13,BG6LQV,2018-09-23 22:41:00.000,2018-09-23 22:43:08.459,BJ1SNI86A0PDA
DSLWP-B,13,VK5EI,2018-09-23 23:01:00.000,2018-09-23 23:02:53.536,BJ1SNI8670PDO
DSLWP-B,13,VK5EI,2018-09-23 23:11:00.000,2018-09-23 23:16:46.120,BJ1SNI86C0PDA
DSLWP-B,13,VK5EI,2018-09-23 23:21:00.000,2018-09-23 23:23:18.741,BJ1SNI8660PDK
